t,frame,ang,npts,res_c,res_l,dispara,marca_humana
312.226,7762,64.8,163,0.37,2.70,0,0
312.261,7763,57.2,128,0.30,1.55,1,0
312.297,7764,68.0,167,3.53,0.39,0,0
312.334,7765,65.7,166,0.33,3.01,0,0
312.371,7766,64.6,163,0.36,2.66,0,0
312.408,7767,57.2,129,0.27,1.54,1,0
312.450,7768,66.4,167,3.29,0.38,0,0
312.488,7769,66.6,168,3.44,0.40,0,0
312.527,7770,57.8,131,0.29,1.60,1,0
312.569,7771,65.6,168,3.45,0.35,0,1
312.621,7772,63.8,163,0.36,2.67,0,0
312.660,7773,55.7,130,0.30,1.61,1,0
312.697,7774,57.0,131,0.29,1.71,1,0
312.732,7775,66.1,165,0.37,3.05,0,0
312.768,7776,65.1,163,0.37,2.28,0,0
312.806,7777,66.0,168,3.23,0.39,0,0
312.851,7778,65.3,164,0.40,2.75,0,0
312.887,7779,64.9,164,0.39,2.74,0,0
312.927,7780,65.3,164,0.36,2.82,0,0
312.969,7781,65.2,166,0.42,2.98,0,0
313.007,7782,66.4,169,3.76,0.40,0,0
313.047,7783,56.1,132,0.29,1.80,1,0
313.089,7784,64.9,164,0.35,3.02,0,0
313.127,7785,64.3,163,2.69,0.35,0,0
313.167,7786,64.0,163,0.37,2.56,0,0
313.207,7787,58.6,127,0.25,1.59,1,0
313.249,7788,67.3,163,2.34,0.35,0,0
313.287,7789,57.4,134,0.28,1.63,1,0
313.327,7790,56.5,137,0.30,1.69,1,0
313.367,7791,81.2,140,0.31,5.90,0,0
313.407,7792,84.8,142,0.30,5.45,0,0
313.448,7793,61.9,148,0.31,5.76,0,0
313.488,7794,77.3,145,0.31,6.06,0,0
313.530,7795,72.9,145,0.32,6.03,0,0
313.567,7796,49.9,153,0.35,5.33,0,0
313.608,7797,47.9,155,0.32,4.91,0,0
313.647,7798,50.3,155,0.31,5.25,0,0
313.689,7799,45.0,141,0.28,4.27,0,0
313.728,7800,59.1,151,0.30,5.99,0,0
313.768,7801,49.4,141,0.25,4.81,0,0
313.808,7802,65.0,149,0.31,6.21,0,0
313.850,7803,61.3,137,0.26,5.46,0,0
313.887,7804,58.5,116,0.27,2.22,0,0
313.928,7805,57.0,133,4.42,0.52,0,0
313.970,7806,50.7,143,0.28,4.97,0,0
314.008,7807,53.6,131,4.17,0.46,0,0
314.047,7808,59.5,114,0.28,1.92,1,0
314.109,7809,59.5,136,4.63,0.41,0,0
314.144,7810,87.4,154,0.39,5.98,0,0
314.181,7811,68.9,158,0.38,6.61,0,0
314.226,7812,88.2,157,0.41,6.27,0,0
314.264,7813,87.8,184,1.43,7.15,0,0
314.301,7814,87.7,181,1.49,6.87,0,0
314.339,7815,77.4,167,0.41,6.96,0,0
314.374,7816,84.3,169,0.50,6.84,0,0
314.411,7817,74.1,164,0.65,5.18,0,0
314.453,7818,80.7,161,0.43,5.64,0,0
314.490,7819,76.1,165,0.65,5.66,0,0
314.530,7820,61.4,139,4.42,0.56,0,0
314.567,7821,84.4,169,0.62,6.27,0,0
314.607,7822,89.4,166,0.34,6.63,0,0
314.649,7823,80.7,166,0.49,6.12,0,0
314.690,7824,80.7,156,4.89,0.69,0,0
314.728,7825,86.8,149,4.61,0.44,0,0
314.768,7826,80.1,142,4.12,0.43,0,0
314.811,7827,73.3,138,3.82,0.41,0,0
314.848,7828,57.6,131,4.15,0.55,0,0
314.888,7829,64.9,135,4.08,0.73,0,0
314.929,7830,66.4,134,4.09,0.88,0,0
314.968,7831,68.3,134,3.84,0.68,0,0
315.011,7832,69.1,137,3.96,0.97,0,0
315.047,7833,73.0,138,3.82,0.93,0,0
315.087,7834,72.1,135,3.84,0.88,0,0
315.128,7835,72.6,136,3.82,1.13,0,0
315.170,7836,75.5,138,3.72,1.09,0,0
315.208,7837,72.1,134,3.57,0.87,0,0
315.250,7838,69.3,134,4.06,1.09,0,0
315.288,7839,70.4,133,3.88,0.96,0,0
315.332,7840,89.0,141,4.36,0.89,0,0
315.368,7841,76.9,139,3.54,1.10,0,0
315.409,7842,76.2,139,3.45,0.98,0,0
315.452,7843,79.5,147,2.67,1.11,0,0
315.487,7844,75.5,140,3.64,1.17,0,0
315.528,7845,77.3,141,3.57,1.24,0,0
315.570,7846,76.0,140,3.41,1.08,0,0
315.608,7847,76.0,140,3.45,1.06,0,0
315.650,7848,78.8,146,2.54,0.98,0,0
315.688,7849,79.8,151,2.54,1.00,0,0
315.728,7850,75.7,160,2.87,0.98,0,0
315.770,7851,77.6,145,2.89,1.02,0,0
315.809,7852,74.5,141,3.64,1.02,0,0
315.848,7853,72.0,142,3.85,0.90,0,0
315.890,7854,73.2,160,2.82,1.05,0,0
315.927,7855,68.8,147,4.35,1.41,0,0
315.971,7856,72.7,159,2.87,1.20,0,0
316.008,7857,73.0,162,2.89,1.18,0,0
316.048,7858,73.3,164,2.91,1.12,0,0
316.090,7859,71.3,163,2.99,1.14,0,0
316.129,7860,70.6,162,2.96,1.05,0,0
316.172,7861,69.2,163,3.16,1.26,0,0
316.208,7862,71.2,164,3.17,1.46,0,0
316.249,7863,70.7,164,3.09,1.35,0,0
316.288,7864,70.6,163,3.17,1.33,0,0
316.330,7865,70.6,165,3.14,1.51,0,0
316.369,7866,70.9,164,3.03,1.35,0,0
316.412,7867,70.9,165,3.15,1.48,0,0
316.448,7868,70.6,163,3.13,1.32,0,0
316.488,7869,70.8,164,3.02,1.34,0,0
316.529,7870,70.7,165,3.14,1.51,0,0
316.570,7871,71.0,164,3.06,1.32,0,0
316.609,7872,70.9,164,3.04,1.32,0,0
316.648,7873,70.9,164,3.03,1.32,0,0
316.689,7874,71.3,165,3.11,1.52,0,0
316.729,7875,71.3,163,2.98,1.25,0,0
316.769,7876,71.7,163,2.92,1.22,0,0
316.809,7877,72.1,164,2.87,1.28,0,0
316.849,7878,71.1,160,2.86,0.83,0,0
316.889,7879,71.9,165,2.93,1.42,0,0
316.929,7880,72.2,165,2.92,1.28,0,0
316.971,7881,71.2,161,2.79,0.83,0,0
317.009,7882,72.5,162,3.03,1.41,0,0
317.051,7883,71.7,163,2.93,1.26,0,0
317.089,7884,72.2,162,2.92,1.27,0,0
317.131,7885,72.3,162,2.93,1.28,0,0
317.169,7886,72.3,162,2.90,1.26,0,0
317.209,7887,72.3,164,2.93,1.42,0,0
317.251,7888,73.2,164,2.97,1.40,0,0
317.290,7889,73.2,164,2.97,1.43,0,0
317.329,7890,72.3,162,2.90,1.27,0,0
317.369,7891,72.7,165,2.98,1.41,0,0
317.409,7892,72.3,165,2.93,1.27,0,0
317.452,7893,71.1,161,2.83,0.83,0,0
317.488,7894,72.3,164,2.96,1.44,0,1
317.547,7895,72.6,163,2.96,1.27,0,0
317.582,7896,72.2,163,3.02,1.41,0,0
317.624,7897,72.4,166,3.02,1.43,0,0
317.661,7898,71.8,161,2.84,0.83,0,0
317.699,7899,72.1,163,3.02,1.40,0,0
317.737,7900,72.9,166,2.92,1.38,0,0
317.779,7901,73.1,164,2.97,1.41,0,0
317.814,7902,72.4,164,2.92,1.41,0,0
317.852,7903,72.0,165,2.97,1.40,0,0
317.889,7904,72.5,163,2.98,1.26,0,0
317.930,7905,73.1,164,2.98,1.42,0,0
317.968,7906,72.1,163,3.01,1.41,0,0
318.009,7907,71.6,159,2.82,0.84,0,0
318.051,7908,73.2,164,2.97,1.39,0,0
318.089,7909,72.3,164,2.91,1.42,0,0
318.129,7910,71.1,160,2.82,0.84,0,0
318.171,7911,72.8,161,2.84,0.84,0,0
318.210,7912,72.3,162,2.74,0.83,0,0
318.250,7913,71.5,163,2.95,1.25,0,0
318.290,7914,70.8,161,2.82,0.85,0,0
318.328,7915,72.9,164,2.97,1.41,0,0
318.370,7916,71.8,163,3.00,1.40,0,0
318.409,7917,72.0,159,2.82,0.83,0,0
318.449,7918,71.2,163,2.95,1.17,0,0
318.492,7919,71.1,163,2.96,1.20,0,0
318.528,7920,70.5,161,2.90,0.99,0,0
318.569,7921,71.8,161,3.04,1.03,0,0
318.612,7922,70.5,161,2.90,0.80,0,0
318.649,7923,70.8,164,3.06,1.11,0,0
318.691,7924,68.6,159,3.07,0.91,0,0
318.729,7925,65.4,158,3.28,1.10,0,0
318.773,7926,64.2,156,3.59,1.31,0,0
318.809,7927,68.7,161,3.25,1.07,0,0
318.848,7928,69.4,158,3.68,1.06,0,0
318.889,7929,71.8,165,3.09,0.88,0,0
318.930,7930,72.0,166,3.04,1.13,0,0
318.968,7931,70.5,165,3.30,1.33,0,0
319.008,7932,68.0,161,3.41,1.09,0,0
319.052,7933,67.7,162,3.34,1.08,0,0
319.089,7934,65.5,160,3.57,0.81,0,0
319.129,7935,67.5,164,3.43,0.84,0,0
319.171,7936,65.6,162,4.20,0.87,0,0
319.209,7937,58.1,157,5.00,0.82,0,0
319.248,7938,54.6,159,5.20,1.06,0,0
319.291,7939,43.5,155,5.10,0.95,0,0
319.328,7940,45.2,158,5.08,1.15,0,0
319.368,7941,40.0,155,5.00,0.94,0,0
319.412,7942,39.7,155,5.04,0.79,0,0
319.447,7943,41.5,154,4.99,0.56,0,0
319.488,7944,51.2,162,4.72,0.78,0,0
319.529,7945,46.1,156,4.89,0.43,0,0
319.571,7946,40.4,155,4.98,0.67,0,0
319.608,7947,44.1,157,5.12,0.79,0,0
319.649,7948,50.5,160,4.69,0.50,0,0
319.691,7949,46.5,158,4.99,0.62,0,0
319.728,7950,46.6,158,4.98,0.63,0,0
319.768,7951,46.4,158,4.94,0.65,0,0
319.810,7952,46.6,158,4.97,0.65,0,0
319.849,7953,44.6,156,5.11,0.66,0,0
319.889,7954,42.2,155,5.09,0.68,0,0
319.931,7955,47.6,158,5.03,0.65,0,0
319.968,7956,41.0,154,5.00,0.66,0,0
320.008,7957,44.9,157,5.09,0.79,0,0
320.052,7958,47.9,159,5.03,0.79,0,0
320.089,7959,41.0,154,4.99,0.66,0,0
320.127,7960,47.5,158,4.99,0.65,0,0
320.168,7961,52.8,162,4.50,0.66,0,0
320.210,7962,49.6,159,4.90,0.65,0,0
320.248,7963,57.7,166,4.25,0.63,0,0
320.288,7964,50.8,161,4.83,0.66,0,0
320.329,7965,56.9,166,4.36,0.62,0,0
320.369,7966,57.2,166,4.26,0.63,0,0
320.411,7967,48.3,159,4.95,0.65,0,0
320.448,7968,46.1,158,5.10,0.65,0,0
320.491,7969,50.2,163,4.87,0.80,0,0
320.528,7970,56.5,169,4.54,0.93,0,0
320.569,7971,57.6,170,4.58,0.96,0,0
320.608,7972,47.7,160,4.94,0.50,0,0
320.649,7973,48.1,162,5.05,0.65,0,0
320.689,7974,55.4,169,4.62,0.90,0,0
320.729,7975,38.1,157,5.01,0.96,0,0
320.770,7976,37.5,155,5.05,0.61,0,0
320.809,7977,38.7,150,4.93,0.38,0,0
320.849,7978,39.4,151,4.99,0.41,0,0
320.889,7979,38.2,154,5.05,0.60,0,0
320.930,7980,34.9,150,4.85,0.37,0,0
320.969,7981,37.9,158,5.21,0.84,0,0
321.009,7982,43.8,156,5.25,0.59,0,0
321.049,7983,52.5,161,5.76,0.85,0,0
321.091,7984,50.5,155,5.61,0.42,0,0
321.129,7985,49.0,156,5.60,0.71,0,0
321.169,7986,66.1,153,6.03,0.34,0,0
321.209,7987,54.9,152,4.04,0.31,0,0
321.250,7988,53.0,150,3.92,0.33,0,0
321.292,7989,54.3,153,3.68,0.35,0,0
321.330,7990,65.4,149,6.08,0.34,0,0
321.370,7991,64.7,149,6.05,0.41,0,0
321.410,7992,63.0,145,6.18,0.35,0,0
321.450,7993,60.5,143,5.91,0.36,0,0
321.491,7994,66.5,146,6.24,0.49,0,0
321.529,7995,60.9,145,6.29,0.93,0,0
321.569,7996,59.9,145,6.18,1.12,0,0
321.609,7997,73.2,134,6.21,0.28,0,0
321.652,7998,70.2,139,6.40,0.79,0,0
321.689,7999,74.7,132,6.20,0.28,0,0
321.729,8000,69.7,131,6.02,0.31,0,0
321.771,8001,67.1,128,5.86,0.32,0,0
321.809,8002,79.2,130,6.14,0.27,0,0
321.850,8003,72.0,133,6.20,0.70,0,0
321.893,8004,77.4,131,6.00,0.38,0,0
321.929,8005,74.4,129,5.98,0.39,0,0
321.969,8006,80.7,133,6.32,0.53,0,0
322.010,8007,80.4,136,6.35,0.87,0,0
322.051,8008,78.6,133,6.19,0.54,0,0
322.090,8009,78.6,133,6.18,0.54,0,0
322.129,8010,80.2,134,6.18,0.85,0,0
322.172,8011,82.2,131,6.04,0.28,0,0
322.209,8012,89.1,134,6.22,0.36,0,0
322.249,8013,88.0,136,6.37,0.52,0,0
322.289,8014,83.1,136,6.26,0.53,0,0
322.332,8015,80.7,134,6.18,0.44,0,0
322.370,8016,89.0,141,6.54,0.64,0,0
322.410,8017,88.9,141,6.54,0.65,0,0
322.449,8018,84.1,138,6.33,0.54,0,0
322.493,8019,84.8,139,6.33,0.69,0,0
322.529,8020,84.4,138,6.32,0.55,0,0
322.572,8021,80.5,138,6.40,0.68,0,0
322.609,8022,89.4,141,6.53,0.53,0,0
322.650,8023,83.8,138,6.32,0.44,0,0
322.690,8024,84.3,139,6.32,0.54,0,0
322.731,8025,84.3,139,6.32,0.54,0,0
322.769,8026,81.8,137,6.15,0.44,0,0
322.809,8027,86.7,140,6.51,0.54,0,0
322.849,8028,86.6,140,6.52,0.56,0,0
322.892,8029,86.8,140,6.51,0.55,0,0
322.930,8030,80.3,138,6.26,0.55,0,0
322.969,8031,86.8,140,6.51,0.54,0,0
323.011,8032,86.7,140,6.53,0.55,0,0
323.049,8033,80.2,138,6.28,0.55,0,0
323.090,8034,88.2,139,6.38,0.44,0,0
323.131,8035,80.4,138,6.26,0.54,0,0
323.169,8036,86.8,140,6.53,0.54,0,0
323.209,8037,80.3,138,6.26,0.55,0,0
323.251,8038,86.7,140,6.50,0.54,0,0
323.289,8039,86.7,140,6.50,0.54,0,0
323.330,8040,80.4,138,6.26,0.54,0,0
323.370,8041,80.4,138,6.26,0.55,0,0
323.411,8042,80.4,138,6.26,0.55,0,0
323.450,8043,86.6,140,6.52,0.55,0,0
323.490,8044,86.8,140,6.51,0.54,0,0
323.530,8045,81.7,137,6.16,0.45,0,0
323.570,8046,80.4,138,6.26,0.53,0,1
323.627,8047,80.3,138,6.27,0.54,0,0
323.663,8048,80.4,138,6.26,0.54,0,0
323.699,8049,80.4,138,6.26,0.54,0,0
323.735,8050,88.4,139,6.38,0.43,0,0
323.773,8051,86.6,140,6.52,0.55,0,0
323.814,8052,82.0,137,6.15,0.43,0,0
323.851,8053,80.5,138,6.27,0.54,0,0
323.893,8054,88.2,139,6.40,0.44,0,0
323.930,8055,80.6,138,6.28,0.55,0,0
323.971,8056,86.8,140,6.55,0.55,0,0
324.010,8057,87.6,142,6.46,0.43,0,0
324.052,8058,83.9,140,6.38,0.44,0,0
324.089,8059,83.9,140,6.38,0.43,0,0
324.130,8060,88.0,141,6.46,0.36,0,0
324.172,8061,87.6,142,6.46,0.43,0,0
324.210,8062,84.3,141,6.38,0.53,0,0
324.250,8063,87.9,138,6.39,0.36,0,0
324.291,8064,90.0,141,6.53,0.43,0,0
324.332,8065,87.9,138,6.39,0.36,0,0
324.370,8066,88.4,139,6.41,0.36,0,0
324.410,8067,84.2,139,6.32,0.55,0,0
324.450,8068,80.2,138,6.28,0.55,0,0
324.493,8069,88.4,139,6.43,0.37,0,0
324.530,8070,81.9,137,6.20,0.43,0,0
324.573,8071,89.6,144,6.65,0.81,0,0
324.610,8072,78.7,140,6.39,0.68,0,0
324.650,8073,83.3,141,6.45,0.82,0,0
324.690,8074,89.5,143,6.66,0.82,0,0
324.730,8075,89.3,143,6.67,0.83,0,0
324.770,8076,80.3,138,6.21,0.67,0,0
324.813,8077,82.3,136,6.11,0.29,0,0
324.850,8078,78.9,136,6.14,0.40,0,0
324.890,8079,79.7,137,6.13,0.49,0,0
324.930,8080,79.1,137,6.23,0.53,0,0
324.971,8081,81.7,139,6.32,0.66,0,0
325.011,8082,83.9,135,6.41,0.29,0,0
325.053,8083,86.1,134,6.17,0.28,0,0
325.090,8084,84.3,135,6.29,0.30,0,0
325.130,8085,85.7,133,6.11,0.30,0,0
325.171,8086,87.5,136,6.26,0.28,0,0
325.212,8087,86.0,138,6.37,0.37,0,0
325.251,8088,83.6,134,6.02,0.29,0,0
325.296,8089,80.2,136,6.08,0.51,0,0
325.329,8090,80.2,136,6.05,0.53,0,0
325.371,8091,88.9,133,6.13,0.31,0,0
325.411,8092,82.8,132,5.82,0.28,0,0
325.450,8093,81.7,134,6.04,0.50,0,0
325.491,8094,87.7,134,6.08,0.47,0,0
325.530,8095,88.7,130,5.88,0.25,0,0
325.573,8096,85.9,134,6.03,0.45,0,0
325.611,8097,86.6,132,5.98,0.45,0,0
325.652,8098,88.2,133,6.10,0.56,0,0
325.694,8099,89.9,132,5.95,0.71,0,0
325.730,8100,87.5,129,5.75,0.29,0,0
325.770,8101,81.2,131,5.78,0.28,0,0
325.814,8102,81.7,128,5.84,0.26,0,0
325.850,8103,78.5,134,5.94,0.56,0,0
325.890,8104,77.3,133,5.93,0.33,0,0
325.930,8105,83.4,128,5.93,0.33,0,0
325.970,8106,82.1,126,5.62,0.26,0,0
326.011,8107,78.9,128,5.80,0.29,0,0
326.050,8108,72.1,134,5.85,0.29,0,0
326.090,8109,71.6,137,6.11,0.48,0,0
326.130,8110,69.7,133,5.73,0.28,0,0
326.170,8111,75.3,137,6.07,0.71,0,0
326.210,8112,71.7,137,5.90,0.37,0,0
326.250,8113,72.8,138,6.10,0.44,0,0
326.290,8114,73.5,140,6.26,0.70,0,0
326.331,8115,73.0,138,6.11,0.44,0,0
326.370,8116,71.6,137,5.91,0.37,0,0
326.410,8117,72.8,138,6.12,0.45,0,0
326.450,8118,72.4,139,6.09,0.55,0,0
326.491,8119,73.0,138,6.09,0.44,0,0
326.530,8120,73.0,138,6.02,0.44,0,0
326.570,8121,72.5,139,6.09,0.56,0,0
326.613,8122,73.0,138,6.07,0.44,0,0
326.651,8123,72.9,138,6.10,0.44,0,0
326.690,8124,72.5,139,6.05,0.55,0,0
326.730,8125,72.8,138,6.13,0.44,0,0
326.770,8126,73.0,138,6.07,0.44,0,0
326.810,8127,72.9,138,6.07,0.44,0,0
326.851,8128,72.5,139,6.05,0.54,0,0
326.891,8129,72.3,139,6.01,0.54,0,0
326.933,8130,72.5,139,6.19,0.55,0,1
326.990,8131,72.8,138,6.10,0.44,0,0
327.024,8132,72.5,139,6.07,0.54,0,0
327.061,8133,72.5,139,6.07,0.55,0,0
327.099,8134,72.9,138,6.10,0.44,0,0
327.137,8135,73.0,138,6.07,0.44,0,0
327.175,8136,72.5,139,6.05,0.54,0,0
327.212,8137,72.5,139,6.07,0.55,0,0
327.251,8138,72.9,138,6.06,0.44,0,0
327.294,8139,73.0,138,6.05,0.44,0,0
327.330,8140,70.6,140,6.22,0.54,0,0
327.372,8141,69.0,139,6.13,0.44,0,0
327.410,8142,69.2,139,6.04,0.44,0,0
327.453,8143,69.0,139,6.12,0.44,0,0
327.490,8144,70.6,140,6.22,0.55,0,0
327.532,8145,69.2,139,5.97,0.44,0,0
327.570,8146,69.1,139,6.11,0.44,0,0
327.611,8147,69.1,139,6.10,0.44,0,0
327.654,8148,69.6,138,6.00,0.37,0,0
327.690,8149,70.7,140,6.20,0.55,0,0
327.732,8150,71.5,143,6.36,0.83,0,0
327.771,8151,68.8,143,6.22,0.66,0,0
327.810,8152,68.4,137,5.86,0.26,0,0
327.853,8153,72.7,141,6.17,0.65,0,0
327.890,8154,77.6,137,5.95,0.32,0,0
327.933,8155,75.5,139,5.86,0.27,0,0
327.971,8156,83.7,136,5.82,0.29,0,0
328.010,8157,80.6,142,6.08,0.32,0,0
328.053,8158,89.5,134,5.95,0.25,0,0
328.092,8159,84.7,135,5.91,0.29,0,0
328.131,8160,88.7,140,6.25,0.27,0,0
328.173,8161,86.4,144,6.37,0.29,0,0
328.211,8162,82.3,150,6.63,0.31,0,0
328.251,8163,75.6,155,6.88,0.30,0,0
328.293,8164,50.5,153,6.79,0.42,0,0
328.331,8165,46.0,151,6.55,0.38,0,0
328.371,8166,54.8,153,7.15,0.49,0,0
328.413,8167,58.3,152,6.96,0.32,0,0
328.451,8168,54.8,153,6.92,0.09,0,0
328.494,8169,51.7,152,6.87,0.08,0,0
328.531,8170,60.8,154,7.12,0.15,0,0
328.572,8171,59.9,155,7.43,0.17,0,0
328.614,8172,61.3,155,7.25,0.17,0,0
328.651,8173,61.5,155,7.25,0.19,0,0
328.691,8174,62.4,155,7.11,0.24,0,0
328.731,8175,54.0,151,6.70,0.23,0,0
328.774,8176,54.0,151,6.70,0.23,0,0
328.811,8177,64.6,154,7.07,0.33,0,0
328.851,8178,66.2,155,7.18,0.17,0,0
328.894,8179,68.1,153,6.97,0.28,0,0
328.931,8180,72.1,153,6.97,0.29,0,0
328.972,8181,78.4,153,6.91,0.43,0,0
329.013,8182,84.1,152,6.60,0.28,0,0
329.051,8183,88.8,152,6.64,0.28,0,0
329.093,8184,88.8,151,6.53,0.28,0,0
329.131,8185,86.6,151,6.47,0.25,0,0
329.175,8186,86.4,151,6.50,0.28,0,0
329.211,8187,82.3,151,6.32,0.29,0,0
329.251,8188,80.4,150,6.17,0.27,0,0
329.294,8189,75.8,149,6.01,0.32,0,0
329.331,8190,72.8,148,6.00,0.30,0,0
329.375,8191,67.4,147,5.69,0.27,0,0
329.411,8192,72.0,142,5.46,0.27,0,0
329.451,8193,63.0,145,5.48,0.28,0,0
329.491,8194,63.2,145,5.51,0.29,0,0
329.534,8195,59.6,147,5.28,0.28,0,0
329.571,8196,67.4,146,5.80,0.39,0,0
329.611,8197,62.8,144,5.40,0.24,0,0
329.654,8198,66.5,143,5.55,0.24,0,0
329.692,8199,66.5,143,5.57,0.24,0,0
329.731,8200,64.8,144,5.50,0.25,0,0
329.771,8201,67.0,144,5.53,0.27,0,0
329.811,8202,67.0,144,5.52,0.27,0,0
329.854,8203,76.0,141,5.58,0.26,0,0
329.891,8204,68.6,142,5.45,0.26,0,0
329.932,8205,67.3,145,5.73,0.27,0,0
329.973,8206,68.8,144,5.62,0.27,0,0
330.012,8207,70.5,143,5.66,0.26,0,0
330.052,8208,70.6,143,5.63,0.27,0,0
330.092,8209,70.5,143,5.66,0.27,0,0
330.131,8210,70.7,143,5.62,0.26,0,0
330.171,8211,70.6,143,5.65,0.26,0,0
330.211,8212,68.6,145,5.76,0.25,0,0
330.253,8213,70.1,144,5.55,0.24,0,0
330.292,8214,70.4,144,5.70,0.25,0,0
330.334,8215,72.0,145,5.81,0.25,0,0
330.374,8216,72.1,145,5.92,0.26,0,0
330.415,8217,72.1,145,5.85,0.25,0,0
330.452,8218,79.2,142,5.60,0.25,0,0
330.494,8219,72.3,146,5.72,0.26,0,0
330.531,8220,72.1,146,5.81,0.27,0,0
330.573,8221,72.3,146,6.01,0.26,0,0
330.612,8222,72.2,146,5.77,0.26,0,0
330.651,8223,72.1,146,5.72,0.26,0,0
330.691,8224,72.3,146,5.78,0.26,0,0
330.731,8225,72.2,146,5.77,0.26,0,0
330.771,8226,72.2,146,5.77,0.25,0,0
330.814,8227,72.2,146,5.77,0.26,0,0
330.852,8228,72.3,146,5.87,0.26,0,0
330.891,8229,72.2,146,5.78,0.26,0,0
330.934,8230,72.0,146,5.73,0.26,0,0
330.971,8231,72.1,146,5.84,0.25,0,0
331.011,8232,71.8,146,5.78,0.26,0,0
331.053,8233,72.2,146,5.80,0.26,0,0
331.091,8234,72.3,146,5.80,0.26,0,0
331.134,8235,72.3,146,5.78,0.26,0,0
331.171,8236,72.0,146,5.70,0.26,0,0
331.211,8237,72.1,146,5.80,0.26,0,0
331.253,8238,72.3,146,5.76,0.26,0,0
331.291,8239,72.2,146,5.80,0.26,0,0
331.335,8240,81.0,143,5.69,0.25,0,0
331.372,8241,72.2,146,5.78,0.26,0,0
331.411,8242,72.0,146,5.82,0.25,0,0
331.452,8243,72.1,146,5.73,0.26,0,0
331.492,8244,72.0,146,5.73,0.25,0,0
331.534,8245,72.4,146,5.80,0.26,0,0
331.571,8246,72.0,146,5.70,0.26,0,0
331.612,8247,72.2,146,5.78,0.25,0,0
331.653,8248,72.2,146,5.78,0.26,0,0
331.691,8249,81.0,143,5.71,0.25,0,0
331.732,8250,72.2,146,5.81,0.26,0,0
331.773,8251,72.2,146,5.75,0.26,0,0
331.812,8252,72.1,146,5.79,0.26,0,0
331.851,8253,72.1,146,5.85,0.25,0,0
331.893,8254,72.3,146,5.74,0.26,0,0
331.934,8255,72.0,146,5.85,0.26,0,0
331.973,8256,72.1,146,5.71,0.26,0,0
332.011,8257,72.4,146,5.75,0.26,0,0
332.057,8258,72.2,146,5.79,0.26,0,0
332.096,8259,72.2,146,5.93,0.25,0,0
332.131,8260,71.9,146,5.75,0.26,0,0
332.171,8261,72.1,146,5.75,0.26,0,0
332.211,8262,72.1,146,5.71,0.25,0,0
332.251,8263,72.1,146,5.71,0.26,0,0
332.292,8264,72.3,146,5.78,0.26,0,0
332.333,8265,72.2,146,5.78,0.26,0,0
332.372,8266,72.1,146,5.79,0.26,0,0
332.411,8267,72.0,146,5.72,0.26,0,0
332.455,8268,72.3,146,5.81,0.26,0,0
332.491,8269,72.1,146,5.66,0.25,0,0
332.531,8270,72.2,146,5.83,0.26,0,1
332.593,8271,72.4,146,5.78,0.26,0,0
332.627,8272,72.4,146,5.77,0.26,0,0
332.666,8273,72.3,146,5.78,0.26,0,0
332.710,8274,72.1,146,5.76,0.25,0,0
332.747,8275,81.0,143,5.72,0.25,0,0
332.789,8276,72.4,146,5.78,0.26,0,0
332.827,8277,72.1,146,5.71,0.26,0,0
332.865,8278,72.4,146,5.77,0.25,0,0
332.900,8279,72.0,146,5.73,0.25,0,0
332.938,8280,72.1,146,5.79,0.25,0,0
332.977,8281,72.2,146,5.79,0.25,0,0
333.017,8282,72.0,146,5.74,0.26,0,0
333.054,8283,72.1,146,5.81,0.26,0,0
333.092,8284,72.3,146,5.82,0.26,0,0
333.134,8285,71.9,146,5.76,0.26,0,0
333.172,8286,72.1,146,5.82,0.26,0,0
333.212,8287,72.4,146,5.78,0.26,0,0
333.256,8288,72.4,146,5.72,0.26,0,0
333.296,8289,72.8,147,5.86,0.30,0,0
333.331,8290,72.4,146,5.78,0.26,0,0
333.376,8291,72.5,147,5.80,0.30,0,0
333.412,8292,74.0,145,5.91,0.26,0,0
333.452,8293,74.3,145,6.03,0.25,0,0
333.492,8294,74.2,145,5.93,0.26,0,0
333.532,8295,72.6,146,5.76,0.26,0,0
333.573,8296,72.5,146,5.80,0.27,0,0
333.612,8297,72.4,146,5.80,0.27,0,0
333.654,8298,72.4,146,5.92,0.26,0,0
333.692,8299,72.4,146,5.79,0.26,0,0
333.732,8300,74.2,145,5.90,0.27,0,0
333.774,8301,74.1,145,5.87,0.26,0,0
333.812,8302,75.7,143,5.84,0.24,0,0
333.854,8303,74.4,145,5.94,0.25,0,0
333.892,8304,74.3,145,5.96,0.25,0,0
333.932,8305,74.4,145,5.94,0.26,0,0
333.975,8306,74.2,145,5.85,0.25,0,0
334.012,8307,74.3,145,5.91,0.26,0,0
334.055,8308,72.1,146,5.91,0.26,0,0
334.093,8309,72.7,147,5.81,0.31,0,0
334.133,8310,72.3,146,5.72,0.27,0,0
334.172,8311,73.0,146,5.80,0.29,0,0
334.212,8312,72.4,144,5.81,0.26,0,0
334.252,8313,72.0,145,5.83,0.26,0,0
334.292,8314,72.2,145,5.80,0.25,0,0
334.334,8315,73.8,143,5.74,0.27,0,0
334.373,8316,68.0,144,5.73,0.28,0,0
334.415,8317,68.1,144,5.70,0.29,0,0
334.453,8318,66.1,142,5.44,0.24,0,0
334.493,8319,64.4,144,5.53,0.30,0,0
