t,frame,ang,npts,res_c,res_l,dispara,marca_humana
62.487,1520,74.6,117,3.66,2.03,0,0
62.529,1521,83.6,112,3.45,0.94,0,0
62.567,1522,80.2,113,3.56,1.69,0,0
62.607,1523,83.8,113,3.56,1.20,0,0
62.648,1524,81.2,113,3.56,1.82,0,0
62.687,1525,74.5,117,3.66,1.99,0,0
62.727,1526,84.9,113,3.56,1.41,0,0
62.768,1527,75.3,117,3.66,2.16,0,0
62.807,1528,84.9,113,3.56,1.42,0,0
62.849,1529,81.1,113,3.56,1.78,0,0
62.887,1530,81.2,113,3.56,1.82,0,0
62.927,1531,75.2,117,3.66,2.13,0,0
62.969,1532,83.3,113,3.56,1.25,0,0
63.007,1533,74.5,117,3.66,2.01,0,0
63.048,1534,83.9,113,3.56,1.20,0,0
63.087,1535,81.0,112,3.46,1.31,0,0
63.127,1536,83.6,112,3.45,0.94,0,0
63.167,1537,83.9,113,3.56,1.18,0,0
63.208,1538,84.9,113,3.56,1.42,0,0
63.246,1539,83.9,113,3.56,1.20,0,0
63.287,1540,83.6,112,3.45,0.94,0,0
63.329,1541,83.8,113,3.56,1.20,0,0
63.367,1542,84.5,113,3.56,1.45,0,0
63.413,1543,84.1,112,3.45,0.88,0,0
63.449,1544,84.9,113,3.56,1.41,0,0
63.487,1545,75.3,117,3.66,2.16,0,0
63.526,1546,83.8,113,3.56,1.21,0,0
63.567,1547,83.2,113,3.56,1.24,0,0
63.607,1548,83.4,113,3.56,1.24,0,0
63.651,1549,77.7,116,3.66,2.07,0,0
63.688,1550,84.1,112,3.45,0.88,0,0
63.728,1551,84.4,113,3.56,1.46,0,0
63.768,1552,83.7,113,3.56,1.20,0,0
63.807,1553,85.0,112,3.45,1.08,0,0
63.847,1554,85.5,112,3.45,0.97,0,0
63.890,1555,74.5,117,3.66,2.01,0,0
63.928,1556,84.4,113,3.56,1.46,0,0
63.968,1557,83.8,113,3.56,1.20,0,0
64.010,1558,83.4,113,3.56,1.22,0,0
64.048,1559,83.0,113,3.56,1.34,0,0
64.088,1560,84.1,112,3.45,0.88,0,0
64.130,1561,83.9,113,3.56,1.20,0,0
64.168,1562,83.6,112,3.45,0.94,0,0
64.209,1563,83.3,113,3.56,1.25,0,0
64.247,1564,82.1,113,3.56,1.52,0,0
64.287,1565,83.6,112,3.45,0.94,0,0
64.329,1566,77.7,116,3.66,2.07,0,0
64.368,1567,75.3,117,3.66,2.15,0,0
64.410,1568,78.2,116,3.66,2.14,0,0
64.448,1569,83.8,113,3.56,1.21,0,0
64.487,1570,77.7,116,3.66,2.07,0,0
64.530,1571,74.6,117,3.66,2.03,0,0
64.567,1572,84.5,113,3.56,1.45,0,0
64.607,1573,84.9,113,3.56,1.41,0,0
64.649,1574,83.0,113,3.56,1.37,0,0
64.687,1575,74.5,117,3.66,2.01,0,0
64.727,1576,78.2,116,3.66,2.14,0,0
64.769,1577,84.1,112,3.45,0.88,0,0
64.807,1578,83.4,113,3.56,1.24,0,0
64.847,1579,84.1,112,3.45,0.88,0,0
64.887,1580,84.4,113,3.56,1.46,0,0
64.929,1581,83.3,113,3.56,1.25,0,0
64.967,1582,83.9,113,3.56,1.20,0,0
65.009,1583,83.6,112,3.45,0.94,0,0
65.047,1584,83.1,113,3.56,1.25,0,0
65.088,1585,83.9,113,3.56,1.18,0,0
65.128,1586,74.5,117,3.66,1.99,0,0
65.167,1587,83.9,113,3.56,1.20,0,0
65.208,1588,74.5,117,3.66,2.01,0,0
65.247,1589,84.5,113,3.56,1.45,0,0
65.289,1590,85.1,112,3.45,1.01,0,0
65.327,1591,83.8,113,3.56,1.21,0,0
65.370,1592,83.9,113,3.56,1.20,0,0
65.412,1593,83.3,113,3.56,1.25,0,0
65.449,1594,85.0,113,3.56,1.39,0,0
65.490,1595,84.7,112,3.45,0.76,0,0
65.527,1596,83.4,113,3.56,1.22,0,0
65.569,1597,84.5,113,3.56,1.43,0,0
65.609,1598,83.3,112,3.45,0.97,0,0
65.647,1599,74.5,117,3.66,2.01,0,0
65.691,1600,74.5,117,3.66,2.01,0,0
65.727,1601,74.5,117,3.66,2.01,0,0
65.769,1602,83.8,113,3.56,1.20,0,0
65.807,1603,83.5,113,3.56,1.34,0,0
65.849,1604,84.9,113,3.56,1.41,0,0
65.888,1605,74.5,117,3.66,2.01,0,0
65.930,1606,83.3,113,3.56,1.23,0,0
65.968,1607,74.5,117,3.66,1.99,0,0
66.009,1608,78.3,115,3.66,2.04,0,0
66.047,1609,83.9,113,3.56,1.20,0,0
66.087,1610,74.5,117,3.66,1.99,0,0
66.127,1611,83.9,113,3.56,1.20,0,0
66.169,1612,83.9,113,3.56,1.20,0,0
66.208,1613,74.6,117,3.66,2.02,0,0
66.249,1614,84.7,113,3.56,1.43,0,0
66.287,1615,74.5,117,3.66,2.01,0,0
66.330,1616,77.6,116,3.66,2.18,0,0
66.367,1617,83.3,113,3.56,1.25,0,0
66.411,1618,83.6,112,3.45,0.94,0,0
66.452,1619,77.7,116,3.66,2.07,0,0
66.487,1620,83.5,113,3.56,1.55,0,0
66.528,1621,83.0,113,3.56,1.37,0,0
66.567,1622,84.5,113,3.56,1.43,0,0
66.610,1623,75.3,117,3.66,2.15,0,0
66.647,1624,83.6,112,3.45,0.94,0,0
66.687,1625,84.1,112,3.45,0.88,0,0
66.727,1626,83.4,113,3.56,1.22,0,0
66.768,1627,74.6,117,3.66,2.02,0,0
66.809,1628,83.4,113,3.56,1.24,0,0
66.847,1629,83.3,113,3.56,1.25,0,0
66.890,1630,74.6,117,3.66,2.03,0,0
66.927,1631,83.6,112,3.45,0.94,0,0
66.969,1632,83.3,113,3.56,1.25,0,0
67.007,1633,85.0,113,3.56,1.39,0,0
67.048,1634,83.8,113,3.56,1.25,0,0
67.090,1635,78.9,116,3.66,2.09,0,0
67.127,1636,84.4,113,3.56,1.46,0,0
67.171,1637,83.9,112,3.45,1.08,0,0
67.208,1638,82.6,114,3.56,1.01,0,0
67.250,1639,83.8,113,3.56,1.20,0,0
67.287,1640,84.1,112,3.45,0.88,0,0
67.329,1641,82.5,113,3.56,1.58,0,0
67.368,1642,83.0,113,3.56,1.67,0,0
67.408,1643,80.5,112,3.45,1.19,0,0
67.449,1644,74.6,117,3.66,2.03,0,0
67.487,1645,84.1,113,3.57,1.53,0,0
67.529,1646,84.5,113,3.56,1.43,0,0
67.569,1647,74.4,117,3.66,2.03,0,0
67.607,1648,74.6,117,3.66,2.02,0,0
67.650,1649,83.3,113,3.56,1.25,0,0
67.687,1650,74.6,117,3.66,2.03,0,0
67.728,1651,83.8,113,3.56,1.21,0,0
67.770,1652,84.5,113,3.56,1.45,0,0
67.808,1653,83.3,113,3.56,1.23,0,0
67.848,1654,83.6,113,3.56,1.22,0,0
67.889,1655,84.9,113,3.56,1.41,0,0
67.928,1656,83.8,113,3.56,1.21,0,0
67.968,1657,83.6,112,3.45,0.94,0,0
68.008,1658,74.6,117,3.66,2.03,0,0
68.048,1659,74.6,117,3.66,2.03,0,0
68.088,1660,77.7,116,3.66,2.07,0,0
68.128,1661,84.7,112,3.45,0.76,0,0
68.169,1662,83.4,112,3.45,0.94,0,0
68.208,1663,74.6,117,3.66,2.02,0,0
68.250,1664,84.5,112,3.45,1.14,0,0
68.288,1665,83.4,113,3.56,1.22,0,0
68.328,1666,81.0,112,3.46,1.27,0,0
68.369,1667,83.4,112,3.45,0.94,0,0
68.408,1668,85.0,112,3.45,1.08,0,0
68.450,1669,83.3,113,3.56,1.25,0,0
68.487,1670,84.5,113,3.56,1.45,0,0
68.528,1671,75.2,117,3.66,2.15,0,0
68.567,1672,83.4,113,3.56,1.24,0,0
68.608,1673,77.7,116,3.66,2.07,0,0
68.649,1674,74.6,117,3.66,2.02,0,0
68.690,1675,74.5,117,3.66,2.24,0,0
68.728,1676,83.5,113,3.56,1.55,0,0
68.768,1677,78.2,116,3.66,2.14,0,0
68.810,1678,83.2,113,3.56,1.22,0,0
68.848,1679,75.2,117,3.66,2.13,0,0
68.889,1680,83.4,113,3.56,1.22,0,0
68.928,1681,74.6,117,3.66,2.02,0,0
68.969,1682,77.7,116,3.66,2.07,0,0
69.010,1683,75.2,117,3.66,2.13,0,0
69.048,1684,75.2,117,3.66,2.13,0,0
69.089,1685,83.8,113,3.56,1.20,0,0
69.129,1686,83.3,113,3.56,1.25,0,0
69.168,1687,83.4,113,3.56,1.24,0,0
69.211,1688,77.7,116,3.66,2.07,0,0
69.248,1689,74.6,117,3.66,2.02,0,0
69.291,1690,83.4,113,3.56,1.24,0,0
69.327,1691,84.9,113,3.56,1.41,0,0
69.368,1692,84.9,113,3.56,1.42,0,0
69.412,1693,84.5,113,3.56,1.43,0,0
69.447,1694,84.1,112,3.45,0.88,0,0
69.489,1695,83.6,112,3.45,0.94,0,0
69.527,1696,84.9,113,3.56,1.41,0,0
69.570,1697,74.5,117,3.66,1.99,0,0
69.606,1698,78.2,116,3.66,2.14,0,0
69.650,1699,83.9,113,3.56,1.18,0,0
69.688,1700,74.6,117,3.66,2.02,0,0
69.731,1701,84.1,112,3.45,0.88,0,0
69.768,1702,75.2,117,3.66,2.15,0,0
69.808,1703,83.9,113,3.56,1.20,0,0
69.848,1704,83.9,113,3.56,1.18,0,0
69.889,1705,83.8,113,3.56,1.21,0,0
69.928,1706,84.1,112,3.45,0.88,0,0
69.973,1707,74.6,117,3.66,2.03,0,0
70.015,1708,74.5,117,3.66,2.01,0,0
70.051,1709,84.5,112,3.45,1.14,0,0
70.091,1710,83.4,113,3.56,1.24,0,0
70.129,1711,75.3,117,3.66,2.16,0,0
70.170,1712,83.9,113,3.56,1.20,0,0
70.208,1713,75.3,117,3.66,2.15,0,0
70.248,1714,83.9,113,3.56,1.20,0,0
70.289,1715,83.3,113,3.57,1.25,0,0
70.328,1716,74.6,117,3.66,2.03,0,0
70.370,1717,83.4,113,3.56,1.22,0,0
70.412,1718,77.7,116,3.66,2.07,0,0
70.452,1719,83.0,113,3.56,1.34,0,0
70.487,1720,83.9,113,3.56,1.20,0,0
70.532,1721,83.4,113,3.56,1.22,0,0
70.568,1722,83.9,113,3.56,1.20,0,0
70.608,1723,83.3,113,3.56,1.25,0,0
70.650,1724,77.7,116,3.66,2.07,0,0
70.688,1725,84.3,112,3.45,1.00,0,0
70.731,1726,77.7,116,3.66,2.07,0,0
70.768,1727,74.5,117,3.66,2.01,0,0
70.809,1728,83.3,113,3.56,1.25,0,0
70.850,1729,82.9,112,3.45,1.12,0,0
70.888,1730,83.3,113,3.56,1.25,0,0
70.928,1731,75.2,117,3.66,2.15,0,0
70.969,1732,83.6,113,3.56,1.23,0,0
71.008,1733,83.6,112,3.45,0.94,0,0
71.049,1734,74.6,117,3.66,2.02,0,0
71.091,1735,82.0,112,3.45,1.26,0,0
71.128,1736,84.1,112,3.45,0.88,0,0
71.171,1737,83.3,113,3.56,1.25,0,0
71.208,1738,83.8,112,3.45,0.93,0,0
71.251,1739,83.4,113,3.56,1.24,0,0
71.289,1740,84.5,113,3.56,1.72,0,0
71.328,1741,85.1,113,3.56,1.69,0,0
71.370,1742,74.5,117,3.66,1.99,0,0
71.409,1743,84.4,113,3.56,1.44,0,0
71.450,1744,85.0,112,3.45,1.08,0,0
71.488,1745,84.9,113,3.56,1.41,0,0
71.530,1746,74.6,117,3.66,2.03,0,0
71.569,1747,78.2,116,3.66,2.14,0,0
71.611,1748,83.8,113,3.56,1.20,0,0
71.648,1749,84.4,113,3.56,1.44,0,0
71.688,1750,84.2,112,3.45,0.82,0,0
71.730,1751,83.4,113,3.56,1.22,0,0
71.768,1752,85.0,112,3.45,1.08,0,0
71.808,1753,83.4,113,3.56,1.22,0,0
71.851,1754,83.8,113,3.56,1.20,0,0
71.888,1755,74.5,117,3.66,1.99,0,0
71.929,1756,77.7,116,3.66,2.07,0,0
71.971,1757,83.4,113,3.56,1.24,0,0
72.008,1758,83.5,113,3.56,1.34,0,0
72.051,1759,84.1,112,3.45,0.88,0,0
72.088,1760,75.3,117,3.66,2.16,0,0
72.129,1761,83.1,113,3.56,1.23,0,0
72.168,1762,82.9,113,3.56,1.36,0,0
72.208,1763,83.9,112,3.45,0.90,0,0
72.250,1764,77.7,116,3.66,2.07,0,0
72.288,1765,75.3,117,3.66,2.15,0,0
72.328,1766,83.6,112,3.45,0.94,0,0
72.371,1767,82.8,112,3.45,1.14,0,0
72.413,1768,74.6,117,3.66,2.03,0,0
72.448,1769,74.6,117,3.66,2.02,0,0
72.489,1770,83.9,113,3.56,1.20,0,0
72.532,1771,83.4,113,3.56,1.50,0,0
72.568,1772,83.4,113,3.56,1.24,0,0
72.608,1773,84.9,113,3.56,1.42,0,0
72.648,1774,83.4,113,3.56,1.24,0,0
72.689,1775,83.8,113,3.56,1.21,0,0
72.728,1776,75.2,117,3.66,2.15,0,0
72.768,1777,83.9,113,3.56,1.20,0,0
72.809,1778,83.3,113,3.56,1.25,0,0
72.848,1779,74.4,117,3.66,2.21,0,0
72.888,1780,84.9,113,3.56,1.41,0,0
72.929,1781,83.6,112,3.45,0.94,0,0
72.968,1782,83.4,112,3.45,0.94,0,0
73.012,1783,84.1,112,3.45,0.88,0,0
73.048,1784,74.5,117,3.66,2.01,0,0
73.089,1785,75.3,117,3.66,2.16,0,0
73.130,1786,75.3,117,3.66,2.15,0,0
73.168,1787,83.6,112,3.45,0.94,0,0
73.208,1788,83.9,113,3.56,1.18,0,0
73.249,1789,84.1,112,3.45,0.88,0,0
73.291,1790,83.9,113,3.56,1.20,0,0
73.328,1791,80.6,113,3.56,1.77,0,0
73.369,1792,83.9,113,3.56,1.18,0,0
73.410,1793,84.1,112,3.45,0.88,0,0
73.448,1794,77.7,116,3.66,2.07,0,0
73.490,1795,83.3,113,3.56,1.23,0,0
73.528,1796,83.9,113,3.56,1.20,0,0
73.568,1797,84.1,112,3.45,0.88,0,0
73.610,1798,74.5,117,3.66,1.99,0,0
73.648,1799,83.6,112,3.45,0.94,0,0
73.690,1800,83.6,113,3.56,1.22,0,0
73.729,1801,85.0,112,3.45,1.08,0,0
73.768,1802,82.9,112,3.45,1.14,0,0
73.810,1803,83.8,113,3.56,1.20,0,0
73.848,1804,84.1,112,3.45,0.88,0,0
73.888,1805,83.9,113,3.56,1.20,0,0
73.928,1806,74.5,117,3.66,2.01,0,0
73.971,1807,74.6,117,3.66,2.03,0,0
74.008,1808,74.5,117,3.66,2.01,0,0
74.048,1809,74.5,117,3.66,2.01,0,0
74.090,1810,83.6,113,3.56,1.22,0,0
74.128,1811,83.9,113,3.56,1.18,0,0
74.170,1812,74.5,117,3.66,2.01,0,0
74.209,1813,74.6,117,3.66,2.03,0,0
74.248,1814,83.9,113,3.56,1.18,0,0
74.290,1815,84.1,113,3.56,1.47,0,0
74.328,1816,85.0,112,3.45,1.08,0,0
74.369,1817,75.3,117,3.66,2.16,0,0
74.412,1818,83.9,113,3.56,1.20,0,0
74.448,1819,74.5,117,3.66,1.99,0,0
74.491,1820,82.3,114,3.56,1.03,0,0
74.529,1821,83.6,112,3.45,0.94,0,0
74.568,1822,83.3,113,3.56,1.23,0,0
74.608,1823,84.5,113,3.56,1.43,0,0
74.650,1824,83.3,113,3.57,1.25,0,0
74.689,1825,83.4,113,3.57,1.24,0,0
74.728,1826,83.8,113,3.56,1.21,0,0
74.770,1827,77.7,116,3.66,2.07,0,0
74.808,1828,75.2,117,3.66,2.15,0,0
74.849,1829,74.5,117,3.66,2.01,0,0
74.890,1830,83.3,113,3.56,1.25,0,0
74.928,1831,74.5,117,3.66,2.01,0,0
74.968,1832,84.2,112,3.45,0.83,0,0
75.010,1833,82.3,112,3.45,1.11,0,0
75.049,1834,74.5,117,3.66,2.01,0,0
75.091,1835,84.1,112,3.45,0.88,0,0
75.129,1836,80.7,113,3.56,1.75,0,0
75.169,1837,83.6,112,3.45,0.94,0,0
75.211,1838,83.9,113,3.56,1.20,0,0
75.249,1839,84.6,113,3.57,1.71,0,0
75.291,1840,83.9,113,3.56,1.20,0,0
75.329,1841,83.6,113,3.56,1.23,0,0
75.369,1842,84.5,112,3.45,1.14,0,0
75.417,1843,75.3,117,3.66,2.16,0,0
75.452,1844,85.0,113,3.56,1.39,0,0
75.488,1845,84.9,113,3.56,1.41,0,0
75.530,1846,74.5,117,3.66,1.99,0,0
75.568,1847,83.9,113,3.56,1.18,0,0
75.608,1848,83.4,113,3.56,1.24,0,0
75.648,1849,83.3,113,3.56,1.25,0,0
75.692,1850,83.4,113,3.56,1.24,0,0
75.729,1851,74.6,117,3.66,2.03,0,0
75.769,1852,84.5,113,3.56,1.45,0,0
75.810,1853,84.1,112,3.45,0.88,0,0
75.849,1854,83.4,113,3.56,1.22,0,0
75.889,1855,83.6,112,3.45,0.94,0,0
75.931,1856,83.6,112,3.45,0.94,0,0
75.969,1857,83.9,113,3.56,1.20,0,0
76.011,1858,83.4,113,3.56,1.24,0,0
76.049,1859,74.6,117,3.66,2.02,0,0
76.089,1860,74.5,117,3.66,1.99,0,0
76.130,1861,84.5,113,3.56,1.43,0,0
76.168,1862,83.4,113,3.56,1.24,0,0
76.209,1863,83.4,113,3.56,1.22,0,0
76.251,1864,74.6,117,3.66,2.03,0,0
76.289,1865,83.4,113,3.56,1.22,0,0
76.329,1866,74.5,117,3.66,2.01,0,0
76.369,1867,83.8,113,3.56,1.21,0,0
76.413,1868,83.4,113,3.56,1.24,0,0
76.450,1869,82.2,114,3.56,1.06,0,0
76.489,1870,74.6,117,3.66,2.02,0,0
76.528,1871,83.5,113,3.56,1.34,0,0
76.568,1872,84.9,113,3.56,1.41,0,0
76.610,1873,75.3,117,3.66,2.16,0,0
76.649,1874,84.7,112,3.45,1.10,0,0
76.689,1875,84.1,112,3.45,0.88,0,0
76.730,1876,74.5,117,3.66,2.01,0,0
76.769,1877,75.2,117,3.66,2.15,0,0
76.809,1878,83.3,113,3.56,1.23,0,0
76.851,1879,74.6,117,3.66,2.03,0,0
76.889,1880,83.9,113,3.56,1.20,0,0
76.928,1881,83.9,113,3.56,1.20,0,0
76.969,1882,74.5,117,3.66,2.01,0,0
77.010,1883,84.1,112,3.45,0.88,0,0
77.050,1884,74.6,117,3.66,2.02,0,0
77.089,1885,83.8,113,3.56,1.21,0,0
77.129,1886,83.3,113,3.56,1.25,0,0
77.169,1887,85.2,113,3.56,0.91,0,0
77.211,1888,83.3,113,3.56,1.23,0,0
77.248,1889,84.9,113,3.56,1.41,0,0
77.290,1890,84.9,113,3.56,0.94,0,0
77.328,1891,83.9,113,3.56,1.20,0,0
77.369,1892,83.3,113,3.56,1.23,0,0
77.415,1893,83.6,112,3.45,0.94,0,0
77.449,1894,75.2,117,3.68,2.16,0,0
77.489,1895,83.1,113,3.58,1.37,0,0
77.532,1896,74.6,117,3.66,2.03,0,0
77.569,1897,83.2,113,3.56,1.52,0,0
77.612,1898,83.8,113,3.56,1.21,0,0
77.648,1899,84.5,113,3.56,1.45,0,0
77.688,1900,82.9,113,3.56,1.38,0,0
77.731,1901,83.9,113,3.56,1.20,0,0
77.769,1902,84.4,113,3.56,1.46,0,0
77.809,1903,83.4,113,3.56,1.24,0,0
77.850,1904,84.5,113,3.56,1.45,0,0
77.889,1905,84.4,113,3.56,1.46,0,0
77.930,1906,74.6,117,3.66,2.03,0,0
77.969,1907,75.2,117,3.66,2.15,0,0
78.009,1908,83.4,113,3.56,1.24,0,0
78.052,1909,77.7,116,3.66,2.07,0,0
78.089,1910,83.4,113,3.56,1.24,0,0
78.130,1911,83.4,113,3.56,1.24,0,0
78.171,1912,83.9,113,3.56,1.20,0,0
78.209,1913,83.8,113,3.56,1.20,0,0
78.249,1914,83.5,113,3.56,1.34,0,0
78.289,1915,83.9,113,3.56,1.20,0,0
78.331,1916,83.4,113,3.56,1.24,0,0
78.369,1917,83.6,113,3.56,1.53,0,0
78.409,1918,83.3,113,3.56,1.25,0,0
78.449,1919,83.6,112,3.45,0.94,0,0
78.489,1920,84.4,113,3.56,1.46,0,0
78.529,1921,83.9,113,3.56,1.18,0,0
78.569,1922,84.5,113,3.56,1.43,0,0
78.610,1923,83.4,113,3.56,1.24,0,0
78.651,1924,74.5,117,3.66,2.01,0,0
78.689,1925,83.4,113,3.56,1.24,0,0
78.729,1926,75.3,117,3.66,2.15,0,0
78.770,1927,77.7,116,3.66,2.07,0,0
78.810,1928,83.4,112,3.45,0.96,0,0
78.849,1929,83.3,113,3.56,1.23,0,0
78.889,1930,84.0,113,3.56,1.53,0,0
78.929,1931,84.9,113,3.56,1.41,0,0
78.970,1932,78.2,116,3.66,2.14,0,0
79.009,1933,83.4,113,3.56,1.24,0,0
79.049,1934,84.4,113,3.56,1.46,0,0
79.089,1935,74.6,117,3.66,2.03,0,0
79.131,1936,74.6,117,3.66,2.03,0,0
79.169,1937,83.9,112,3.45,1.08,0,0
79.211,1938,83.9,113,3.56,1.18,0,0
79.249,1939,74.6,117,3.66,2.03,0,0
79.289,1940,83.4,113,3.57,1.24,0,0
79.330,1941,77.7,116,3.66,2.07,0,0
79.369,1942,84.2,113,3.56,1.46,0,0
79.413,1943,83.8,113,3.56,1.20,0,0
79.450,1944,84.9,113,3.56,1.40,0,0
79.490,1945,82.3,114,3.56,1.05,0,0
79.528,1946,84.1,112,3.45,0.88,0,0
79.572,1947,75.2,117,3.66,2.13,0,0
79.609,1948,83.9,113,3.56,1.18,0,0
79.650,1949,82.1,112,3.45,1.04,0,0
79.690,1950,75.3,117,3.66,2.16,0,0
79.730,1951,75.2,117,3.66,2.42,0,0
79.770,1952,84.5,113,3.56,1.43,0,0
79.812,1953,83.3,113,3.56,1.23,0,0
79.849,1954,84.5,113,3.56,1.45,0,0
79.890,1955,83.6,112,3.45,0.94,0,0
79.930,1956,83.6,112,3.45,0.94,0,0
79.969,1957,84.5,113,3.56,1.43,0,0
80.011,1958,83.4,113,3.56,1.24,0,0
80.049,1959,83.3,113,3.56,1.25,0,0
80.089,1960,84.2,112,3.45,0.87,0,0
80.131,1961,84.4,113,3.56,1.46,0,0
80.170,1962,78.2,116,3.66,2.14,0,0
80.210,1963,83.4,113,3.56,1.22,0,0
80.250,1964,75.2,117,3.66,2.13,0,0
80.289,1965,83.9,113,3.56,1.20,0,0
80.331,1966,83.3,113,3.56,1.23,0,0
80.369,1967,84.3,112,3.45,1.04,0,0
80.409,1968,74.6,117,3.66,2.06,0,0
80.451,1969,83.2,113,3.56,1.24,0,0
80.489,1970,83.4,113,3.56,1.22,0,0
80.529,1971,83.4,113,3.56,1.24,0,0
80.570,1972,80.2,113,3.56,1.69,0,0
80.609,1973,83.9,113,3.56,1.20,0,0
80.649,1974,74.5,117,3.66,2.01,0,0
80.690,1975,74.5,117,3.66,1.99,0,0
80.729,1976,83.4,113,3.56,1.24,0,0
80.769,1977,74.6,117,3.66,2.03,0,0
80.810,1978,83.2,113,3.56,1.24,0,0
80.849,1979,84.1,113,3.56,1.52,0,0
80.890,1980,74.6,117,3.66,2.03,0,0
80.930,1981,75.3,117,3.66,2.16,0,0
80.969,1982,83.3,113,3.56,1.23,0,0
81.011,1983,77.7,116,3.66,2.07,0,0
81.050,1984,84.4,113,3.56,1.46,0,0
81.091,1985,74.6,117,3.66,2.03,0,0
81.130,1986,82.6,112,3.45,1.07,0,0
81.169,1987,74.6,117,3.66,2.03,0,0
81.211,1988,83.4,113,3.56,1.24,0,0
81.249,1989,83.2,113,3.56,1.24,0,0
81.292,1990,83.8,113,3.56,1.21,0,0
81.329,1991,75.3,117,3.66,2.15,0,0
81.369,1992,83.9,113,3.56,1.20,0,0
81.416,1993,74.6,117,3.66,2.03,0,0
81.451,1994,83.3,113,3.56,1.23,0,0
81.489,1995,83.4,113,3.56,1.24,0,0
81.530,1996,74.5,117,3.66,1.99,0,0
81.569,1997,83.4,113,3.56,1.22,0,0
81.609,1998,83.9,113,3.56,1.18,0,0
81.649,1999,84.0,113,3.56,1.47,0,0
81.690,2000,83.4,113,3.56,1.24,0,0
81.729,2001,83.3,113,3.56,1.25,0,0
81.769,2002,83.9,113,3.56,1.18,0,0
81.811,2003,85.0,112,3.45,1.08,0,0
81.849,2004,84.4,113,3.57,1.46,0,0
81.892,2005,83.4,113,3.56,1.24,0,0
81.929,2006,83.4,113,3.56,1.24,0,0
81.973,2007,84.1,112,3.45,0.88,0,0
82.010,2008,77.7,116,3.66,2.07,0,0
82.050,2009,77.7,116,3.66,2.07,0,0
82.091,2010,84.9,113,3.56,1.41,0,0
82.129,2011,75.3,117,3.66,2.15,0,0
82.170,2012,74.6,117,3.66,2.02,0,0
82.209,2013,83.4,113,3.56,1.36,0,0
82.251,2014,77.7,116,3.66,2.07,0,0
82.290,2015,84.4,113,3.56,1.46,0,0
82.330,2016,84.1,112,3.45,0.88,0,0
82.371,2017,77.7,116,3.66,2.07,0,0
82.410,2018,74.6,117,3.66,2.03,0,0
82.452,2019,83.9,113,3.56,1.18,0,0
82.489,2020,85.0,112,3.45,1.08,0,0
82.529,2021,74.5,117,3.66,2.01,0,0
82.570,2022,74.6,117,3.66,2.02,0,0
82.610,2023,77.7,116,3.66,2.07,0,0
82.649,2024,84.5,113,3.56,1.43,0,0
82.690,2025,83.3,113,3.56,1.25,0,0
82.732,2026,77.7,116,3.66,2.07,0,0
82.769,2027,83.9,113,3.56,1.20,0,0
82.809,2028,85.0,113,3.56,1.39,0,0
82.851,2029,75.3,117,3.66,2.16,0,0
82.890,2030,74.6,117,3.66,2.06,0,0
82.931,2031,78.2,116,3.66,2.14,0,0
82.969,2032,83.8,112,3.45,0.93,0,0
83.009,2033,83.5,113,3.56,1.31,0,0
83.050,2034,83.0,113,3.56,1.37,0,0
83.091,2035,74.5,117,3.66,1.99,0,0
83.132,2036,74.5,117,3.66,2.01,0,0
83.170,2037,74.5,117,3.66,2.01,0,0
83.211,2038,83.8,112,3.45,0.93,0,0
83.249,2039,83.9,113,3.56,1.18,0,0
83.291,2040,83.9,113,3.56,1.20,0,0
83.329,2041,83.4,113,3.56,1.22,0,0
83.369,2042,83.9,113,3.56,1.18,0,0
83.410,2043,83.4,113,3.56,1.28,0,0
83.449,2044,85.0,113,3.56,1.39,0,0
83.492,2045,83.4,113,3.56,1.22,0,0
83.530,2046,74.4,117,3.66,2.03,0,0
83.570,2047,84.5,113,3.56,1.45,0,0
83.610,2048,83.6,113,3.56,1.22,0,0
83.650,2049,74.5,117,3.66,2.01,0,0
83.693,2050,83.9,113,3.56,1.18,0,0
83.730,2051,74.6,117,3.66,2.03,0,0
83.770,2052,83.6,113,3.56,1.23,0,0
83.809,2053,83.4,113,3.56,1.24,0,0
83.851,2054,83.3,113,3.56,1.23,0,0
83.889,2055,83.9,113,3.56,1.20,0,0
83.929,2056,83.4,113,3.56,1.24,0,0
83.971,2057,84.1,112,3.45,0.88,0,0
84.010,2058,83.5,113,3.56,1.36,0,0
84.049,2059,83.5,113,3.56,1.31,0,0
84.092,2060,83.4,113,3.56,1.24,0,0
84.130,2061,83.9,113,3.56,1.18,0,0
84.170,2062,77.9,116,3.66,2.31,0,0
84.213,2063,83.4,113,3.56,1.36,0,0
84.250,2064,83.4,113,3.56,1.24,0,0
84.290,2065,85.2,113,3.56,0.91,0,0
84.330,2066,84.5,112,3.45,1.14,0,0
84.371,2067,77.7,116,3.66,2.07,0,0
84.410,2068,74.6,117,3.66,2.03,0,0
84.449,2069,83.5,113,3.56,1.31,0,0
84.492,2070,83.9,113,3.56,1.20,0,0
84.530,2071,83.9,113,3.56,1.20,0,0
84.571,2072,84.5,112,3.45,1.14,0,0
84.609,2073,84.2,112,3.45,0.87,0,0
84.650,2074,83.4,113,3.56,1.24,0,0
84.692,2075,83.8,113,3.56,1.20,0,0
84.730,2076,85.0,113,3.56,1.39,0,0
84.770,2077,82.8,113,3.56,1.68,0,0
