source_frame,source_time_s,estado,origen_componente,ang_actual,ang_estados,x_near,x_mid,e_lat,e_head,target_x,target_y,ang_lookahead,motivo_target
1006,30.210,HIGH,toca_abajo,58.5,0.878,84.7,43.4,5.2,-71.2,43.4,100.5,-61.6,punto adelante de la componente
1007,30.240,HIGH,toca_abajo,66.9,1.000,74.9,36.5,-4.6,-69.5,36.5,100.4,-65.5,punto adelante de la componente
1008,30.270,HIGH,toca_abajo,72.0,1.000,61.2,32.4,-18.3,-63.4,32.4,100.4,-67.4,punto adelante de la componente
1009,30.300,HIGH,toca_abajo,72.0,1.000,61.2,32.4,-18.3,-63.4,32.4,100.4,-67.4,punto adelante de la componente
1010,30.330,HIGH,toca_abajo,73.3,1.000,53.3,30.7,-26.2,-57.5,30.7,100.4,-68.1,punto adelante de la componente
1011,30.360,HIGH,toca_abajo,71.0,1.000,54.2,31.9,-25.3,-57.2,31.9,100.3,-67.6,punto adelante de la componente
1012,30.390,HIGH,toca_abajo,63.8,0.957,65.5,41.5,-14.0,-59.0,41.5,100.2,-62.5,punto adelante de la componente
1013,30.420,HIGH,toca_abajo,44.1,0.661,86.7,60.2,7.2,-61.3,60.2,100.2,-44.3,punto adelante de la componente
1014,30.450,HIGH,toca_abajo,44.1,0.661,86.7,60.2,7.2,-61.3,60.2,100.2,-44.3,punto adelante de la componente
1015,30.480,HIGH,toca_abajo,17.7,0.265,101.3,74.3,21.8,-61.9,74.3,100.2,-14.6,punto adelante de la componente
1016,30.511,HIGH,toca_abajo,17.7,0.265,101.3,74.3,21.8,-61.9,74.3,100.2,-14.6,punto adelante de la componente
1017,30.541,HIGH,toca_abajo,-3.2,-0.049,110.1,85.6,30.6,-59.7,85.6,100.2,17.2,punto adelante de la componente
1018,30.571,HIGH,toca_abajo,-24.0,-0.359,120.1,100.8,40.6,-53.7,100.8,100.2,47.0,punto adelante de la componente
1019,30.601,HIGH,toca_abajo,-35.0,-0.525,129.5,116.5,50.0,-42.4,116.5,100.1,61.7,punto adelante de la componente
1020,30.631,HIGH,toca_abajo,-33.1,-0.497,133.5,120.3,54.0,-42.9,120.3,100.0,63.9,punto adelante de la componente
1021,30.661,HIGH,toca_abajo,-33.1,-0.497,133.5,120.3,54.0,-42.9,120.3,100.0,63.9,punto adelante de la componente
1022,30.691,HIGH,toca_abajo,-30.8,-0.462,131.6,118.1,52.1,-43.6,118.1,100.1,62.7,punto adelante de la componente
1023,30.721,HIGH,toca_abajo,-25.2,-0.378,126.0,108.3,46.5,-51.1,108.3,100.1,55.4,punto adelante de la componente
1024,30.751,HIGH,toca_abajo,-25.2,-0.378,126.0,108.3,46.5,-51.1,108.3,100.1,55.4,punto adelante de la componente
1025,30.781,HIGH,toca_abajo,-14.5,-0.217,119.1,97.3,39.6,-56.8,97.3,100.1,41.9,punto adelante de la componente
1026,30.811,HIGH,toca_abajo,-0.8,-0.012,111.1,87.4,31.6,-58.8,87.4,100.2,21.7,punto adelante de la componente
1027,30.841,HIGH,toca_abajo,-0.8,-0.012,111.1,87.4,31.6,-58.8,87.4,100.2,21.7,punto adelante de la componente
1028,30.871,HIGH,toca_abajo,20.5,0.308,99.9,76.5,20.4,-58.3,76.5,100.2,-8.7,punto adelante de la componente
1029,30.901,HIGH,toca_abajo,40.0,0.601,87.8,65.8,8.3,-56.7,65.8,100.2,-34.6,punto adelante de la componente
1030,30.931,HIGH,toca_abajo,40.0,0.601,87.8,65.8,8.3,-56.7,65.8,100.2,-34.6,punto adelante de la componente
1031,30.961,HIGH,toca_abajo,54.1,0.812,73.9,54.8,-5.6,-52.9,54.8,100.2,-51.2,punto adelante de la componente
1032,30.991,HIGH,toca_abajo,61.7,0.926,64.4,45.6,-15.1,-52.1,45.6,100.0,-59.4,punto adelante de la componente
1033,31.021,HIGH,toca_abajo,65.2,0.978,60.2,40.5,-19.3,-53.7,40.5,100.2,-63.0,punto adelante de la componente
1034,31.051,HIGH,toca_abajo,65.2,0.978,60.2,40.5,-19.3,-53.7,40.5,100.2,-63.0,punto adelante de la componente
1035,31.081,HIGH,toca_abajo,69.9,1.000,51.5,36.3,-28.0,-46.5,36.3,100.1,-65.3,punto adelante de la componente
1036,31.111,HIGH,toca_abajo,70.5,1.000,49.0,37.1,-30.5,-39.6,37.1,100.1,-64.9,punto adelante de la componente
1037,31.141,HIGH,toca_abajo,68.0,1.000,53.2,42.2,-26.3,-37.4,42.2,100.1,-62.0,punto adelante de la componente
1038,31.171,HIGH,toca_abajo,68.0,1.000,53.2,42.2,-26.3,-37.4,42.2,100.1,-62.0,punto adelante de la componente
1039,31.201,HIGH,toca_abajo,63.6,0.954,59.7,48.7,-19.8,-37.4,48.7,100.1,-57.2,punto adelante de la componente
1040,31.231,HIGH,toca_abajo,58.5,0.877,64.5,53.8,-15.0,-36.6,53.8,100.1,-52.3,punto adelante de la componente
1041,31.261,HIGH,toca_abajo,49.2,0.738,69.4,59.3,-10.1,-35.1,59.3,100.1,-45.5,punto adelante de la componente
1042,31.291,HIGH,toca_abajo,49.2,0.738,69.4,59.3,-10.1,-35.1,59.3,100.1,-45.5,punto adelante de la componente
1043,31.321,HIGH,toca_abajo,42.1,0.631,71.2,65.3,-8.3,-22.6,65.3,100.5,-36.0,punto adelante de la componente
