source_frame,source_time_s,estado,origen_componente,ang_actual,ang_estados,x_near,x_mid,e_lat,e_head,target_x,target_y,ang_lookahead,motivo_target
93,2.793,HIGH,toca_abajo,-66.9,-1.000,90.5,120.4,11.0,64.8,120.4,100.5,64.5,punto adelante de la componente
94,2.823,HIGH,toca_abajo,-61.8,-0.927,83.9,114.6,4.4,65.3,114.6,100.3,60.8,punto adelante de la componente
95,2.853,HIGH,toca_abajo,-61.8,-0.927,83.9,114.6,4.4,65.3,114.6,100.3,60.8,punto adelante de la componente
96,2.883,HIGH,toca_abajo,-52.3,-0.784,75.3,103.9,-4.2,63.6,103.9,100.3,51.1,punto adelante de la componente
97,2.913,HIGH,toca_abajo,-33.1,-0.497,64.6,89.7,-14.9,60.6,89.7,100.3,27.4,punto adelante de la componente
98,2.943,HIGH,toca_abajo,-9.0,-0.135,58.7,75.3,-20.8,49.6,75.3,100.3,-12.0,punto adelante de la componente
99,2.973,HIGH,toca_abajo,-9.0,-0.135,58.7,75.3,-20.8,49.6,75.3,100.3,-12.0,punto adelante de la componente
100,3.003,HIGH,toca_abajo,-3.9,-0.059,56.9,75.1,-22.6,52.1,75.1,100.3,-12.7,punto adelante de la componente
101,3.033,HIGH,toca_abajo,-9.7,-0.146,57.3,81.7,-22.2,60.0,81.7,100.3,6.4,punto adelante de la componente
102,3.063,HIGH,toca_abajo,-20.4,-0.305,59.3,88.5,-20.2,64.1,88.5,100.3,24.4,punto adelante de la componente
103,3.093,HIGH,toca_abajo,-20.4,-0.305,59.3,88.5,-20.2,64.1,88.5,100.3,24.4,punto adelante de la componente
104,3.123,HIGH,toca_abajo,-47.8,-0.717,72.7,104.7,-6.8,65.8,104.7,100.3,52.1,punto adelante de la componente
105,3.153,HIGH,toca_abajo,-61.0,-0.915,95.1,114.1,15.6,52.8,114.1,100.2,60.2,punto adelante de la componente
106,3.183,HIGH,toca_abajo,-62.8,-0.943,102.9,126.6,23.4,58.6,126.6,100.3,67.4,punto adelante de la componente
107,3.213,HIGH,toca_abajo,-64.6,-0.969,116.6,130.6,37.1,44.7,130.6,100.1,68.8,punto adelante de la componente
108,3.243,HIGH,toca_abajo,-64.6,-0.969,116.6,130.6,37.1,44.7,130.6,100.1,68.8,punto adelante de la componente
109,3.273,HIGH,toca_abajo,-64.5,-0.967,122.8,129.4,43.3,24.2,129.4,100.1,68.3,punto adelante de la componente
110,3.303,HIGH,toca_abajo,-62.5,-0.937,124.8,127.3,45.3,10.0,127.3,100.1,67.4,punto adelante de la componente
111,3.333,HIGH,toca_abajo,-60.8,-0.912,123.2,124.6,43.7,5.4,124.6,100.1,66.2,punto adelante de la componente
112,3.363,HIGH,toca_abajo,-58.1,-0.871,120.7,122.1,41.2,5.6,122.1,100.1,65.0,punto adelante de la componente
113,3.393,HIGH,toca_abajo,-58.1,-0.871,120.7,122.1,41.2,5.6,122.1,100.1,65.0,punto adelante de la componente
114,3.423,HIGH,toca_abajo,-54.3,-0.815,118.0,119.0,38.5,4.0,119.0,100.1,63.3,punto adelante de la componente
115,3.453,HIGH,toca_abajo,-50.5,-0.758,114.4,115.8,34.9,5.7,115.8,100.1,61.3,punto adelante de la componente
116,3.483,HIGH,toca_abajo,-50.5,-0.758,114.4,115.8,34.9,5.7,115.8,100.1,61.3,punto adelante de la componente
117,3.514,HIGH,toca_abajo,-44.8,-0.672,109.6,111.5,30.1,7.5,111.5,100.1,58.1,punto adelante de la componente
118,3.544,HIGH,toca_abajo,-37.4,-0.561,104.2,107.0,24.7,11.2,107.0,100.1,54.1,punto adelante de la componente
119,3.574,HIGH,toca_abajo,-28.6,-0.429,99.9,103.0,20.4,12.5,103.0,100.1,49.8,punto adelante de la componente
120,3.604,HIGH,toca_abajo,-28.6,-0.429,99.9,103.0,20.4,12.5,103.0,100.1,49.8,punto adelante de la componente
121,3.634,HIGH,toca_abajo,-12.8,-0.192,95.4,98.7,15.9,12.8,98.7,100.1,43.9,punto adelante de la componente
122,3.664,HIGH,toca_abajo,1.0,0.015,91.8,93.8,12.3,7.8,93.8,99.9,35.4,punto adelante de la componente
123,3.694,HIGH,toca_abajo,17.9,0.269,88.5,86.6,9.0,-7.3,86.6,99.8,19.5,punto adelante de la componente
124,3.724,HIGH,toca_abajo,17.9,0.269,88.5,86.6,9.0,-7.3,86.6,99.8,19.5,punto adelante de la componente
125,3.754,HIGH,toca_abajo,37.2,0.558,84.6,73.7,5.1,-37.6,73.7,100.0,-16.2,punto adelante de la componente
126,3.784,HIGH,toca_abajo,54.0,0.810,75.7,54.8,-3.8,-56.1,54.8,100.2,-51.3,punto adelante de la componente
127,3.814,HIGH,toca_abajo,65.7,0.986,61.4,37.6,-18.1,-58.8,37.6,100.2,-64.7,punto adelante de la componente
128,3.844,HIGH,toca_abajo,71.0,1.000,45.8,28.9,-33.7,-49.6,28.9,100.3,-68.7,punto adelante de la componente
129,3.874,HIGH,toca_abajo,71.0,1.000,45.8,28.9,-33.7,-49.6,28.9,100.3,-68.7,punto adelante de la componente
130,3.904,HIGH,toca_abajo,71.5,1.000,39.4,26.4,-40.1,-42.1,26.4,100.3,-69.7,punto adelante de la componente
131,3.934,HIGH,toca_abajo,71.0,1.000,38.1,25.8,-41.4,-40.6,25.8,100.3,-69.8,punto adelante de la componente
132,3.964,HIGH,toca_abajo,69.5,1.000,41.0,27.6,-38.5,-42.9,27.6,100.3,-69.2,punto adelante de la componente
133,3.994,HIGH,toca_abajo,67.0,1.000,47.4,32.0,-32.1,-46.8,32.0,100.2,-67.4,punto adelante de la componente
134,4.024,HIGH,toca_abajo,67.0,1.000,47.4,32.0,-32.1,-46.8,32.0,100.2,-67.4,punto adelante de la componente
135,4.054,HIGH,toca_abajo,62.9,0.944,56.2,40.2,-23.3,-47.9,40.2,100.2,-63.2,punto adelante de la componente
136,4.084,HIGH,toca_abajo,55.5,0.832,67.4,50.2,-12.1,-50.0,50.2,100.2,-55.9,punto adelante de la componente
137,4.114,HIGH,toca_abajo,49.0,0.735,73.6,55.8,-5.9,-51.0,55.8,100.2,-50.1,punto adelante de la componente
138,4.144,HIGH,toca_abajo,42.0,0.630,77.6,59.9,-1.9,-50.9,59.9,100.2,-44.7,punto adelante de la componente
139,4.174,HIGH,toca_abajo,42.0,0.630,77.6,59.9,-1.9,-50.9,59.9,100.2,-44.7,punto adelante de la componente
140,4.204,HIGH,toca_abajo,35.4,0.531,80.7,62.8,1.2,-51.0,62.8,100.1,-40.1,punto adelante de la componente
141,4.234,HIGH,toca_abajo,25.7,0.385,84.8,67.1,5.3,-50.8,67.1,100.1,-32.0,punto adelante de la componente
142,4.264,HIGH,toca_abajo,25.7,0.385,84.8,67.1,5.3,-50.8,67.1,100.1,-32.0,punto adelante de la componente
143,4.294,HIGH,toca_abajo,19.6,0.295,85.8,68.9,6.3,-49.6,68.9,100.2,-28.1,punto adelante de la componente
144,4.324,HIGH,toca_abajo,15.5,0.232,85.4,70.0,5.9,-46.8,70.0,100.2,-25.6,punto adelante de la componente
145,4.354,HIGH,toca_abajo,19.1,0.286,78.7,66.9,-0.8,-39.3,66.9,100.2,-32.5,punto adelante de la componente
