source_frame,source_time_s,estado,origen_componente,ang_actual,ang_estados,x_near,x_mid,e_lat,e_head,target_x,target_y,ang_lookahead,motivo_target
519,15.586,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
520,15.616,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
521,15.646,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
522,15.676,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
523,15.706,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
524,15.736,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
525,15.766,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
526,15.796,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
527,15.826,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
528,15.856,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
529,15.886,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
530,15.916,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
531,15.946,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
532,15.976,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
533,16.006,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
534,16.036,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
535,16.066,SIN_CERCA,salto_grande,-43.9,-0.600,,,,,156.2,104.7,78.7,memoria
536,16.096,SIN_CERCA,salto_grande,-43.9,-0.600,,,,,156.2,104.7,78.7,memoria
537,16.126,SIN_CERCA,salto_grande,-37.6,-0.600,,,,,156.2,104.7,78.7,memoria
538,16.156,PERDIDA,sin_componente,-37.9,0.000,,,,,,,0.0,sin objetivo
539,16.186,PERDIDA,sin_componente,-37.9,0.000,,,,,,,0.0,sin objetivo
540,16.216,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
541,16.246,PERDIDA,sin_componente,0.0,0.000,,,,,,,0.0,sin objetivo
542,16.276,MEDIUM,toca_abajo,-84.9,-1.000,154.5,157.2,75.0,12.7,157.2,102.9,77.6,punto adelante de la componente
543,16.306,HIGH,toca_abajo,-76.4,-1.000,133.2,140.8,53.7,28.3,140.8,100.2,72.1,punto adelante de la componente
544,16.336,HIGH,toca_abajo,-76.4,-1.000,133.2,140.8,53.7,28.3,140.8,100.2,72.1,punto adelante de la componente
545,16.366,HIGH,toca_abajo,-65.0,-0.976,108.0,118.5,28.5,36.6,118.5,100.2,63.1,punto adelante de la componente
546,16.396,HIGH,toca_abajo,-51.8,-0.777,90.4,104.7,10.9,45.5,104.7,100.2,51.9,punto adelante de la componente
547,16.426,HIGH,toca_abajo,-39.8,-0.596,81.0,95.9,1.5,46.8,95.9,100.2,39.7,punto adelante de la componente
548,16.456,HIGH,toca_abajo,1.9,0.028,61.5,80.8,-18.0,54.0,80.8,100.3,3.8,punto adelante de la componente
549,16.486,HIGH,toca_abajo,1.9,0.028,61.5,80.8,-18.0,54.0,80.8,100.3,3.8,punto adelante de la componente
550,16.517,HIGH,toca_abajo,48.5,0.728,41.0,53.9,-38.5,42.6,53.9,100.0,-52.0,punto adelante de la componente
551,16.547,SIN_CERCA,continuidad,50.2,0.600,5.6,18.2,-73.9,48.1,18.2,99.3,-71.3,componente visible arriba
552,16.577,SIN_CERCA,continuidad,43.1,0.600,,,,,18.2,99.3,-71.3,memoria
553,16.607,SIN_CERCA,continuidad,41.8,0.600,,,,,18.2,99.3,-71.3,memoria
554,16.637,SIN_CERCA,continuidad,42.1,0.600,,7.4,,,7.4,96.3,-71.8,componente visible arriba
555,16.667,SIN_CERCA,continuidad,42.1,0.600,,7.4,,,7.4,96.3,-71.8,componente visible arriba
556,16.697,SIN_CERCA,continuidad,43.3,0.600,,9.4,,,9.4,97.0,-71.8,componente visible arriba
557,16.727,SIN_CERCA,continuidad,43.1,0.600,,0.5,,,0.5,99.5,-75.5,componente visible arriba
558,16.757,SIN_CERCA,continuidad,43.4,0.600,,0.0,,,0.0,100.0,-75.9,componente visible arriba
559,16.787,SIN_CERCA,salto_grande,42.6,0.600,5.1,22.8,-74.4,57.8,22.8,99.3,-69.9,componente visible arriba
560,16.817,SIN_CERCA,continuidad,42.1,0.600,,0.0,,,0.0,100.0,-75.9,componente visible arriba
561,16.847,SIN_CERCA,continuidad,42.1,0.600,,0.0,,,0.0,100.0,-75.9,componente visible arriba
562,16.877,SIN_CERCA,salto_grande,40.0,0.600,11.3,30.7,-68.2,57.8,30.7,99.5,-67.2,componente visible arriba
563,16.907,HIGH,toca_abajo,40.0,0.599,23.5,42.4,-56.0,54.9,42.4,99.6,-61.2,punto adelante de la componente
564,16.937,HIGH,toca_abajo,37.5,0.563,38.1,55.7,-41.4,51.6,55.7,99.7,-49.5,punto adelante de la componente
565,16.967,HIGH,toca_abajo,25.6,0.385,58.9,73.4,-20.6,45.5,73.4,99.8,-16.8,punto adelante de la componente
566,16.997,HIGH,toca_abajo,5.5,0.083,75.4,91.3,-4.1,48.0,91.3,99.9,30.5,punto adelante de la componente
567,17.027,HIGH,toca_abajo,5.5,0.083,75.4,91.3,-4.1,48.0,91.3,99.9,30.5,punto adelante de la componente
568,17.057,HIGH,toca_abajo,-10.9,-0.163,86.2,101.7,6.7,46.9,101.7,99.9,47.9,punto adelante de la componente
569,17.087,HIGH,toca_abajo,-25.7,-0.386,100.8,110.3,21.3,33.3,110.3,99.8,56.8,punto adelante de la componente
570,17.117,HIGH,toca_abajo,-38.3,-0.574,108.3,117.0,28.8,31.1,117.0,99.8,61.7,punto adelante de la componente
571,17.147,HIGH,toca_abajo,-64.6,-0.969,115.3,125.2,35.8,35.2,125.2,100.3,66.7,punto adelante de la componente
572,17.177,HIGH,toca_abajo,-77.6,-1.000,131.5,137.6,52.0,23.5,137.6,100.4,71.4,punto adelante de la componente
573,17.207,HIGH,toca_abajo,-77.6,-1.000,131.5,137.6,52.0,23.5,137.6,100.4,71.4,punto adelante de la componente
574,17.237,HIGH,toca_abajo,-82.1,-1.000,144.0,147.8,64.5,15.3,147.8,100.5,74.1,punto adelante de la componente
575,17.267,MEDIUM,toca_abajo,-83.1,-1.000,148.0,151.7,68.5,14.9,151.7,100.7,75.0,punto adelante de la componente
576,17.297,MEDIUM,toca_abajo,-83.3,-1.000,149.5,152.6,70.0,12.8,152.6,100.8,75.3,punto adelante de la componente
577,17.327,MEDIUM,toca_abajo,-83.0,-1.000,149.5,152.1,70.0,10.3,152.1,100.5,74.9,punto adelante de la componente
578,17.357,MEDIUM,toca_abajo,-83.0,-1.000,149.5,152.1,70.0,10.3,152.1,100.5,74.9,punto adelante de la componente
579,17.387,HIGH,toca_abajo,-81.9,-1.000,149.0,150.0,69.5,4.1,150.0,100.4,74.5,punto adelante de la componente
580,17.417,HIGH,toca_abajo,-79.7,-1.000,147.0,147.9,67.5,3.6,147.9,100.3,73.9,punto adelante de la componente
581,17.447,HIGH,toca_abajo,-77.3,-1.000,144.5,144.5,65.0,0.0,144.5,100.0,72.9,punto adelante de la componente
582,17.477,HIGH,toca_abajo,-74.1,-1.000,141.0,141.0,61.5,0.0,141.0,100.0,72.0,punto adelante de la componente
583,17.508,HIGH,toca_abajo,-70.6,-1.000,115.9,129.3,36.4,42.8,129.3,100.2,68.3,punto adelante de la componente
584,17.538,HIGH,toca_abajo,-70.6,-1.000,115.9,129.3,36.4,42.8,129.3,100.2,68.3,punto adelante de la componente
585,17.568,HIGH,toca_abajo,-66.9,-1.000,108.4,122.6,28.9,44.4,122.6,100.2,65.3,punto adelante de la componente
586,17.598,HIGH,toca_abajo,-60.9,-0.913,115.2,118.4,35.7,12.5,118.4,99.9,62.7,punto adelante de la componente
