# nota=pista, misma curva, FIX_CURVA_CONTINUA + LINE_STEER_GAIN=1.80, 2026-08-22
# hz=200 ticks_vuelta=540 fix_lazo=1 fix_curva=1 ks=8.00 kv=1.350 piso=0.50 anticoast=20.0 diag_puerto=0 sin_imu=0 lazo=nuevo commit=2913b39-s
us,dt,drop,rxsteer,rxspeed,rxage,rxf,rot,ls,rs,ddir,ram,fl_dir,fl_set,fl_rpm,fl_pwm,fl_enc,fl_tog,fl_raw,fr_dir,fr_set,fr_rpm,fr_pwm,fr_enc,fr_tog,fr_raw,bl_dir,bl_set,bl_rpm,bl_pwm,bl_enc,bl_tog,bl_raw,br_dir,br_set,br_rpm,br_pwm,br_enc,br_tog,br_raw,yaw,pit,gx,gy,gz
2641011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2646011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2651011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2656011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2661011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2666011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2671011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2676011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2681011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2686011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2691011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2696011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2701011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2706011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2711011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2716011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2721011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2726011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2731011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
